time,train_id,event,location,reason
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B7,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B33,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B34,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B33,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B8,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B9,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B8,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B34,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B35,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B34,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B9,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B10,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B9,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B35,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B36,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B35,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B10,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B11,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B10,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B36,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B37,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B36,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B11,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B12,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B11,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B37,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B38,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B37,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B12,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B13,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B12,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B38,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B39,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B38,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B13,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B14,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B13,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B39,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B40,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B39,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B14,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B15,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B14,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B40,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B41,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B40,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B15,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B16,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B15,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B41,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B42,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B41,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B16,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B17,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B16,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B42,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B43,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B42,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B17,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B18,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B17,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B43,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B44,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B43,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B18,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B19,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B18,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B44,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B45,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B44,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B19,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B20,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B19,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B45,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B46,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B45,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B20,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B21,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B20,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B46,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B47,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B46,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B21,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B22,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B21,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B47,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B48,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B47,
2025-09-06 14:10:53,T2-UBL-ASK,EXIT_BLOCK_FRONT,UBL-HVR-B22,
2025-09-06 14:10:53,T2-UBL-ASK,ENTER_BLOCK,UBL-HVR-B23,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T2-UBL-ASK,FREE_BLOCK_REAR,UBL-HVR-B22,
2025-09-06 14:10:53,T1-SBC-ASK,EXIT_BLOCK_FRONT,YPR-TK-B48,
2025-09-06 14:10:53,T1-SBC-ASK,ENTER_BLOCK,YPR-TK-B49,"Signal:green, Speed:100.0km/h, Time:26s"
2025-09-06 14:10:53,T1-SBC-ASK,FREE_BLOCK_REAR,YPR-TK-B48,
